Tray ArtNr,Tray Label,Accessory ArtNr,Accessory Label,Category,In Pool
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.157.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, cool grey 30, gleitschutz","ablaufdeckel",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.535.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, schwarz matt, gleitschutz","ablaufdeckel",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.536.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss matt, gleitschutz","ablaufdeckel",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 045.000.000","duschwannenträger schedel, 1400 x 800 x 32 mm, höhe 100 mm, kaldewei calima,","wannentraeger",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 285.000.000","stelzfüsse kaldewei, set à 4 stück, für duschenwannen kaldewei calima","stelzfüsse",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 004.000.000","zargen-wannendichtband alterna, länge 3,4 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1313 175.100.185","Duschwanne Kaldewei Calima, 1400 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.100.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss, gleitschutz invisible","ablaufdeckel",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.157.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, cool grey 30, gleitschutz","ablaufdeckel",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.535.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, schwarz matt, gleitschutz","ablaufdeckel",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.536.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss matt, gleitschutz","ablaufdeckel",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 058.000.000","duschwannenträger schedel, 1700 x 800 x 32 mm, höhe 100 mm, kaldewei calima,","wannentraeger",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 285.000.000","stelzfüsse kaldewei, set à 4 stück, für duschenwannen kaldewei calima","stelzfüsse",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 005.000.000","zargen-wannendichtband alterna, länge 3,6 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1313 188.100.185","Duschwanne Kaldewei Calima, 1700 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.100.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss, gleitschutz invisible","ablaufdeckel",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.157.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, cool grey 30, gleitschutz","ablaufdeckel",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.535.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, schwarz matt, gleitschutz","ablaufdeckel",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.536.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss matt, gleitschutz","ablaufdeckel",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 041.000.000","duschwannenträger schedel, 1300 x 800 x 32 mm, höhe 100 mm, kaldewei calima,","wannentraeger",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 285.000.000","stelzfüsse kaldewei, set à 4 stück, für duschenwannen kaldewei calima","stelzfüsse",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 004.000.000","zargen-wannendichtband alterna, länge 3,4 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1313 171.100.185","Duschwanne Kaldewei Calima, 1300 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.100.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss, gleitschutz invisible","ablaufdeckel",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.157.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, cool grey 30, gleitschutz","ablaufdeckel",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.535.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, schwarz matt, gleitschutz","ablaufdeckel",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.536.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss matt, gleitschutz","ablaufdeckel",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 021.000.000","duschwannenträger schedel, 900 x 700 x 32 mm, höhe 100 mm, kaldewei calima,","wannentraeger",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 285.000.000","stelzfüsse kaldewei, set à 4 stück, für duschenwannen kaldewei calima","stelzfüsse",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 004.000.000","zargen-wannendichtband alterna, länge 3,4 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1313 151.100.185","Duschwanne Kaldewei Calima, 900 x 700 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.100.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss, gleitschutz invisible","ablaufdeckel",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.157.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, cool grey 30, gleitschutz","ablaufdeckel",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.535.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, schwarz matt, gleitschutz","ablaufdeckel",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.536.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss matt, gleitschutz","ablaufdeckel",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 032.000.000","duschwannenträger schedel, 1100 x 800 x 32 mm, höhe 100 mm, kaldewei calima,","wannentraeger",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 285.000.000","stelzfüsse kaldewei, set à 4 stück, für duschenwannen kaldewei calima","stelzfüsse",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 004.000.000","zargen-wannendichtband alterna, länge 3,4 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1313 162.100.185","Duschwanne Kaldewei Calima, 1100 x 800 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.100.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss, gleitschutz invisible","ablaufdeckel",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.157.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, cool grey 30, gleitschutz","ablaufdeckel",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.535.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, schwarz matt, gleitschutz","ablaufdeckel",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.536.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss matt, gleitschutz","ablaufdeckel",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 063.000.000","duschwannenträger schedel, 1800 x 900 x 32 mm, höhe 100 mm, kaldewei calima,","wannentraeger",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 791.000.000","montageschaum alterna, zu bade- und duschenwannenträger, kartusche 400 ml","wannentraeger",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1441 792.000.000","pu-kleber mdi-frei alterna, mdi-frei, kartusche 290 ml, (zu wannenträger 1441","wannentraeger",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 285.000.000","stelzfüsse kaldewei, set à 4 stück, für duschenwannen kaldewei calima","stelzfüsse",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 006.000.000","zargen-wannendichtband alterna, länge 3,8 m, 2 wannen-eckdichtungen butyl,","dichtband",YES
"1313 193.100.185","Duschwanne Kaldewei Calima, 1800 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1461 015.000.000","3 wannen-eckdichtungen 3d alterna, für bodenbündige montage, mit 1","others",YES
"1313 163.100.185","Duschwanne Kaldewei Calima, 1100 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.100.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, weiss, gleitschutz invisible","ablaufdeckel",YES
"1313 163.100.185","Duschwanne Kaldewei Calima, 1100 x 900 x 32 mm, SolidLite, schwellenlos mit unsichtbarer Wasserkante, ohne Stelzfüsse, schalldämmend Weiss Gleitschutz Invisible Grip","1313 284.146.185","ablaufdeckel kaldewei ka 300, für 1313 277 - 278, warm beige 20, gleitschutz","ablaufdeckel",YES
